Seizoen,Speeldag,Roepnaam,AantalFouten,FoutType
1964.0,30,Lierse SK,1,AantalGespeeldCorrect
1964.0,30,RFC Luik,1,AantalGespeeldCorrect
1964.0,30,RFC Tilleur,1,AantalGespeeldCorrect
1964.0,30,RSC Anderlecht,1,AantalGespeeldCorrect
1964.0,30,Royal Antwerp FC,1,AantalGespeeldCorrect
1964.0,30,Sint-Truidense VV,1,AantalGespeeldCorrect
1964.0,30,Standard Luik,1,AantalGespeeldCorrect
1964.0,30,Union Saint-Gilloise,1,AantalGespeeldCorrect
1964.0,4,Beerschot,1,AantalGespeeldCorrect
1964.0,4,Berchem Sport,1,AantalGespeeldCorrect
1964.0,4,Beringen FC,1,AantalGespeeldCorrect
1964.0,4,Cercle Brugge,1,AantalGespeeldCorrect
1964.0,4,Club Brugge,1,AantalGespeeldCorrect
1964.0,4,Daring Club Brussel,1,AantalGespeeldCorrect
1964.0,4,KAA Gent,1,AantalGespeeldCorrect
1964.0,4,KFC Diest,1,AantalGespeeldCorrect
1964.0,4,Lierse SK,1,AantalGespeeldCorrect
1964.0,4,RFC Luik,1,AantalGespeeldCorrect
1964.0,4,RFC Tilleur,1,AantalGespeeldCorrect
1964.0,4,RSC Anderlecht,1,AantalGespeeldCorrect
1964.0,4,Royal Antwerp FC,1,AantalGespeeldCorrect
1964.0,4,Sint-Truidense VV,1,AantalGespeeldCorrect
1964.0,4,Standard Luik,1,AantalGespeeldCorrect
1964.0,4,Union Saint-Gilloise,1,AantalGespeeldCorrect
1964.0,5,Beerschot,1,AantalGespeeldCorrect
1964.0,5,Berchem Sport,1,AantalGespeeldCorrect
1964.0,5,Beringen FC,1,AantalGespeeldCorrect
1964.0,5,Cercle Brugge,1,AantalGespeeldCorrect
1964.0,5,Club Brugge,1,AantalGespeeldCorrect
1964.0,5,Daring Club Brussel,1,AantalGespeeldCorrect
1964.0,5,KAA Gent,1,AantalGespeeldCorrect
1964.0,5,KFC Diest,1,AantalGespeeldCorrect
1964.0,5,Lierse SK,1,AantalGespeeldCorrect
1964.0,5,RFC Luik,1,AantalGespeeldCorrect
1964.0,5,RFC Tilleur,1,AantalGespeeldCorrect
1964.0,5,RSC Anderlecht,1,AantalGespeeldCorrect
1964.0,5,Royal Antwerp FC,1,AantalGespeeldCorrect
1964.0,5,Sint-Truidense VV,1,AantalGespeeldCorrect
1964.0,5,Standard Luik,1,AantalGespeeldCorrect
1964.0,5,Union Saint-Gilloise,1,AantalGespeeldCorrect
1964.0,6,Beerschot,1,AantalGespeeldCorrect
1964.0,6,Berchem Sport,1,AantalGespeeldCorrect
1964.0,6,Beringen FC,1,AantalGespeeldCorrect
1964.0,6,Cercle Brugge,1,AantalGespeeldCorrect
1964.0,6,Club Brugge,1,AantalGespeeldCorrect
1964.0,6,Daring Club Brussel,1,AantalGespeeldCorrect
1964.0,6,KAA Gent,1,AantalGespeeldCorrect
1964.0,6,KFC Diest,1,AantalGespeeldCorrect
1964.0,6,Lierse SK,1,AantalGespeeldCorrect
1964.0,6,RFC Luik,1,AantalGespeeldCorrect
1964.0,6,RFC Tilleur,1,AantalGespeeldCorrect
1964.0,6,RSC Anderlecht,1,AantalGespeeldCorrect
1964.0,6,Royal Antwerp FC,1,AantalGespeeldCorrect
1964.0,6,Sint-Truidense VV,1,AantalGespeeldCorrect
1964.0,6,Standard Luik,1,AantalGespeeldCorrect
1964.0,6,Union Saint-Gilloise,1,AantalGespeeldCorrect
1964.0,7,Beerschot,1,AantalGespeeldCorrect
1964.0,7,Berchem Sport,1,AantalGespeeldCorrect
1964.0,7,Beringen FC,1,AantalGespeeldCorrect
1964.0,7,Cercle Brugge,1,AantalGespeeldCorrect
1964.0,7,Club Brugge,1,AantalGespeeldCorrect
1964.0,7,Daring Club Brussel,1,AantalGespeeldCorrect
1964.0,7,KAA Gent,1,AantalGespeeldCorrect
1964.0,7,KFC Diest,1,AantalGespeeldCorrect
1964.0,7,Lierse SK,1,AantalGespeeldCorrect
1964.0,7,RFC Luik,1,AantalGespeeldCorrect
1964.0,7,RFC Tilleur,1,AantalGespeeldCorrect
1964.0,7,RSC Anderlecht,1,AantalGespeeldCorrect
1964.0,7,Royal Antwerp FC,1,AantalGespeeldCorrect
1964.0,7,Sint-Truidense VV,1,AantalGespeeldCorrect
1964.0,7,Standard Luik,1,AantalGespeeldCorrect
1964.0,7,Union Saint-Gilloise,1,AantalGespeeldCorrect
1964.0,8,Beerschot,1,AantalGespeeldCorrect
1964.0,8,Berchem Sport,1,AantalGespeeldCorrect
1964.0,8,Beringen FC,1,AantalGespeeldCorrect
1964.0,8,Cercle Brugge,1,AantalGespeeldCorrect
1964.0,8,Club Brugge,1,AantalGespeeldCorrect
1964.0,8,Daring Club Brussel,1,AantalGespeeldCorrect
1964.0,8,KAA Gent,1,AantalGespeeldCorrect
1964.0,8,KFC Diest,1,AantalGespeeldCorrect
1964.0,8,Lierse SK,1,AantalGespeeldCorrect
1964.0,8,RFC Luik,1,AantalGespeeldCorrect
1964.0,8,RFC Tilleur,1,AantalGespeeldCorrect
1964.0,8,RSC Anderlecht,1,AantalGespeeldCorrect
1964.0,8,Royal Antwerp FC,1,AantalGespeeldCorrect
1964.0,8,Sint-Truidense VV,1,AantalGespeeldCorrect
1964.0,8,Standard Luik,1,AantalGespeeldCorrect
1964.0,8,Union Saint-Gilloise,1,AantalGespeeldCorrect
1964.0,9,Beerschot,1,AantalGespeeldCorrect
1964.0,9,Berchem Sport,1,AantalGespeeldCorrect
1964.0,9,Beringen FC,1,AantalGespeeldCorrect
1964.0,9,Cercle Brugge,1,AantalGespeeldCorrect
1964.0,9,Club Brugge,1,AantalGespeeldCorrect
1964.0,9,Daring Club Brussel,1,AantalGespeeldCorrect
1964.0,9,KAA Gent,1,AantalGespeeldCorrect
1964.0,9,KFC Diest,1,AantalGespeeldCorrect
1964.0,9,Lierse SK,1,AantalGespeeldCorrect
1964.0,9,RFC Luik,1,AantalGespeeldCorrect
1964.0,9,RFC Tilleur,1,AantalGespeeldCorrect
1964.0,9,RSC Anderlecht,1,AantalGespeeldCorrect
1964.0,9,Royal Antwerp FC,1,AantalGespeeldCorrect
1964.0,9,Sint-Truidense VV,1,AantalGespeeldCorrect
1964.0,9,Standard Luik,1,AantalGespeeldCorrect
1964.0,9,Union Saint-Gilloise,1,AantalGespeeldCorrect
1965.0,1,Beerschot,1,AantalGespeeldCorrect
1965.0,1,Berchem Sport,1,AantalGespeeldCorrect
1965.0,1,Beringen FC,1,AantalGespeeldCorrect
1965.0,1,Cercle Brugge,1,AantalGespeeldCorrect
1965.0,1,Club Brugge,1,AantalGespeeldCorrect
1965.0,1,Daring Club Brussel,1,AantalGespeeldCorrect
1965.0,1,KAA Gent,1,AantalGespeeldCorrect
1965.0,1,KV Mechelen,1,AantalGespeeldCorrect
1965.0,1,Lierse SK,1,AantalGespeeldCorrect
1965.0,1,RFC Luik,1,AantalGespeeldCorrect
1965.0,1,RFC Tilleur,1,AantalGespeeldCorrect
1965.0,1,RSC Anderlecht,1,AantalGespeeldCorrect
1965.0,1,RWD Molenbeek,1,AantalGespeeldCorrect
1965.0,1,Royal Antwerp FC,1,AantalGespeeldCorrect
1965.0,1,Sint-Truidense VV,1,AantalGespeeldCorrect
1965.0,1,Standard Luik,1,AantalGespeeldCorrect
1965.0,10,Beerschot,1,AantalGespeeldCorrect
1965.0,10,Berchem Sport,1,AantalGespeeldCorrect
1965.0,10,Beringen FC,1,AantalGespeeldCorrect
1965.0,10,Cercle Brugge,1,AantalGespeeldCorrect
1965.0,10,Club Brugge,1,AantalGespeeldCorrect
1965.0,10,Daring Club Brussel,1,AantalGespeeldCorrect
1965.0,10,KAA Gent,1,AantalGespeeldCorrect
1965.0,10,KV Mechelen,1,AantalGespeeldCorrect
1965.0,10,Lierse SK,1,AantalGespeeldCorrect
1965.0,10,RFC Luik,1,AantalGespeeldCorrect
1965.0,10,RFC Tilleur,1,AantalGespeeldCorrect
1965.0,10,RSC Anderlecht,1,AantalGespeeldCorrect
1965.0,10,RWD Molenbeek,1,AantalGespeeldCorrect
1965.0,10,Royal Antwerp FC,1,AantalGespeeldCorrect
1965.0,10,Sint-Truidense VV,1,AantalGespeeldCorrect
1965.0,10,Standard Luik,1,AantalGespeeldCorrect
1965.0,11,Beerschot,1,AantalGespeeldCorrect
1965.0,11,Berchem Sport,1,AantalGespeeldCorrect
1965.0,11,Beringen FC,1,AantalGespeeldCorrect
1965.0,11,Cercle Brugge,1,AantalGespeeldCorrect
1965.0,11,Club Brugge,1,AantalGespeeldCorrect
1965.0,11,Daring Club Brussel,1,AantalGespeeldCorrect
1965.0,11,KAA Gent,1,AantalGespeeldCorrect
1965.0,11,KV Mechelen,1,AantalGespeeldCorrect
1965.0,11,Lierse SK,1,AantalGespeeldCorrect
1965.0,11,RFC Luik,1,AantalGespeeldCorrect
1965.0,11,RFC Tilleur,1,AantalGespeeldCorrect
1965.0,11,RSC Anderlecht,1,AantalGespeeldCorrect
1965.0,11,RWD Molenbeek,1,AantalGespeeldCorrect
1965.0,11,Royal Antwerp FC,1,AantalGespeeldCorrect
1965.0,11,Sint-Truidense VV,1,AantalGespeeldCorrect
1965.0,11,Standard Luik,1,AantalGespeeldCorrect
1965.0,12,Beerschot,1,AantalGespeeldCorrect
1965.0,12,Berchem Sport,1,AantalGespeeldCorrect
1965.0,12,Beringen FC,1,AantalGespeeldCorrect
1965.0,12,Cercle Brugge,1,AantalGespeeldCorrect
1965.0,12,Club Brugge,1,AantalGespeeldCorrect
1965.0,12,Daring Club Brussel,1,AantalGespeeldCorrect
1965.0,12,KAA Gent,1,AantalGespeeldCorrect
1965.0,12,KV Mechelen,1,AantalGespeeldCorrect
1965.0,12,Lierse SK,1,AantalGespeeldCorrect
1965.0,12,RFC Luik,1,AantalGespeeldCorrect
1965.0,12,RFC Tilleur,1,AantalGespeeldCorrect
1965.0,12,RSC Anderlecht,1,AantalGespeeldCorrect
1965.0,12,RWD Molenbeek,1,AantalGespeeldCorrect
1965.0,12,Royal Antwerp FC,1,AantalGespeeldCorrect
1965.0,12,Sint-Truidense VV,1,AantalGespeeldCorrect
1965.0,12,Standard Luik,1,AantalGespeeldCorrect
1965.0,13,Beerschot,1,AantalGespeeldCorrect
1965.0,13,Berchem Sport,1,AantalGespeeldCorrect
1965.0,13,Beringen FC,1,AantalGespeeldCorrect
1965.0,13,Cercle Brugge,1,AantalGespeeldCorrect
1965.0,13,Club Brugge,1,AantalGespeeldCorrect
1965.0,13,Daring Club Brussel,1,AantalGespeeldCorrect
1965.0,13,KAA Gent,1,AantalGespeeldCorrect
1965.0,13,KV Mechelen,1,AantalGespeeldCorrect
1965.0,13,Lierse SK,1,AantalGespeeldCorrect
1965.0,13,RFC Luik,1,AantalGespeeldCorrect
1965.0,13,RFC Tilleur,1,AantalGespeeldCorrect
1965.0,13,RSC Anderlecht,1,AantalGespeeldCorrect
1965.0,13,RWD Molenbeek,1,AantalGespeeldCorrect
1965.0,13,Royal Antwerp FC,1,AantalGespeeldCorrect
1965.0,13,Sint-Truidense VV,1,AantalGespeeldCorrect
1965.0,13,Standard Luik,1,AantalGespeeldCorrect
1965.0,14,Beerschot,1,AantalGespeeldCorrect
1965.0,14,Berchem Sport,1,AantalGespeeldCorrect
1965.0,14,Beringen FC,1,AantalGespeeldCorrect
1965.0,14,Cercle Brugge,1,AantalGespeeldCorrect
1965.0,14,Club Brugge,1,AantalGespeeldCorrect
1965.0,14,Daring Club Brussel,1,AantalGespeeldCorrect
1965.0,14,KAA Gent,1,AantalGespeeldCorrect
1965.0,14,KV Mechelen,1,AantalGespeeldCorrect
1965.0,14,Lierse SK,1,AantalGespeeldCorrect
1965.0,14,RFC Luik,1,AantalGespeeldCorrect
1965.0,14,RFC Tilleur,1,AantalGespeeldCorrect
1965.0,14,RSC Anderlecht,1,AantalGespeeldCorrect
1965.0,14,RWD Molenbeek,1,AantalGespeeldCorrect
1965.0,14,Royal Antwerp FC,1,AantalGespeeldCorrect
1965.0,14,Sint-Truidense VV,1,AantalGespeeldCorrect
1965.0,14,Standard Luik,1,AantalGespeeldCorrect
1965.0,15,Beerschot,1,AantalGespeeldCorrect
1965.0,15,Berchem Sport,1,AantalGespeeldCorrect
1965.0,15,Beringen FC,1,AantalGespeeldCorrect
1965.0,15,Cercle Brugge,1,AantalGespeeldCorrect
1965.0,15,Club Brugge,1,AantalGespeeldCorrect
1965.0,15,Daring Club Brussel,1,AantalGespeeldCorrect
1965.0,15,KAA Gent,1,AantalGespeeldCorrect
1965.0,15,KV Mechelen,1,AantalGespeeldCorrect
1965.0,15,Lierse SK,1,AantalGespeeldCorrect
1965.0,15,RFC Luik,1,AantalGespeeldCorrect
1965.0,15,RFC Tilleur,1,AantalGespeeldCorrect
1965.0,15,RSC Anderlecht,1,AantalGespeeldCorrect
1965.0,15,RWD Molenbeek,1,AantalGespeeldCorrect
1965.0,15,Royal Antwerp FC,1,AantalGespeeldCorrect
1965.0,15,Sint-Truidense VV,1,AantalGespeeldCorrect
1965.0,15,Standard Luik,1,AantalGespeeldCorrect
1965.0,16,Beerschot,1,AantalGespeeldCorrect
1965.0,16,Berchem Sport,1,AantalGespeeldCorrect
1965.0,16,Beringen FC,1,AantalGespeeldCorrect
1965.0,16,Cercle Brugge,1,AantalGespeeldCorrect
1965.0,16,Club Brugge,1,AantalGespeeldCorrect
1965.0,16,Daring Club Brussel,1,AantalGespeeldCorrect
1965.0,16,KAA Gent,1,AantalGespeeldCorrect
1965.0,16,KV Mechelen,1,AantalGespeeldCorrect
1965.0,16,Lierse SK,1,AantalGespeeldCorrect
1965.0,16,RFC Luik,1,AantalGespeeldCorrect
1965.0,16,RFC Tilleur,1,AantalGespeeldCorrect
1965.0,16,RSC Anderlecht,1,AantalGespeeldCorrect
1965.0,16,RWD Molenbeek,1,AantalGespeeldCorrect
1965.0,16,Royal Antwerp FC,1,AantalGespeeldCorrect
1965.0,16,Sint-Truidense VV,1,AantalGespeeldCorrect
1965.0,16,Standard Luik,1,AantalGespeeldCorrect
1965.0,17,Beerschot,1,AantalGespeeldCorrect
1965.0,17,Berchem Sport,1,AantalGespeeldCorrect
1965.0,17,Beringen FC,1,AantalGespeeldCorrect
1965.0,17,Cercle Brugge,1,AantalGespeeldCorrect
1965.0,17,Club Brugge,1,AantalGespeeldCorrect
1965.0,17,Daring Club Brussel,1,AantalGespeeldCorrect
1965.0,17,KAA Gent,1,AantalGespeeldCorrect
1965.0,17,KV Mechelen,1,AantalGespeeldCorrect
1965.0,17,Lierse SK,1,AantalGespeeldCorrect
1965.0,17,RFC Luik,1,AantalGespeeldCorrect
1965.0,17,RFC Tilleur,1,AantalGespeeldCorrect
1965.0,17,RSC Anderlecht,1,AantalGespeeldCorrect
1965.0,17,RWD Molenbeek,1,AantalGespeeldCorrect
1965.0,17,Royal Antwerp FC,1,AantalGespeeldCorrect
1965.0,17,Sint-Truidense VV,1,AantalGespeeldCorrect
1965.0,17,Standard Luik,1,AantalGespeeldCorrect
1965.0,18,Beerschot,1,AantalGespeeldCorrect
1965.0,18,Berchem Sport,1,AantalGespeeldCorrect
1965.0,18,Beringen FC,1,AantalGespeeldCorrect
1965.0,18,Cercle Brugge,1,AantalGespeeldCorrect
1965.0,18,Club Brugge,1,AantalGespeeldCorrect
1965.0,18,Daring Club Brussel,1,AantalGespeeldCorrect
1965.0,18,KAA Gent,1,AantalGespeeldCorrect
1965.0,18,KV Mechelen,1,AantalGespeeldCorrect
1965.0,18,Lierse SK,1,AantalGespeeldCorrect
1965.0,18,RFC Luik,1,AantalGespeeldCorrect
1965.0,18,RFC Tilleur,1,AantalGespeeldCorrect
1965.0,18,RSC Anderlecht,1,AantalGespeeldCorrect
1965.0,18,RWD Molenbeek,1,AantalGespeeldCorrect
1965.0,18,Royal Antwerp FC,1,AantalGespeeldCorrect
1965.0,18,Sint-Truidense VV,1,AantalGespeeldCorrect
1965.0,18,Standard Luik,1,AantalGespeeldCorrect
1965.0,19,Beerschot,1,AantalGespeeldCorrect
1965.0,19,Berchem Sport,1,AantalGespeeldCorrect
1965.0,19,Beringen FC,1,AantalGespeeldCorrect
1965.0,19,Cercle Brugge,1,AantalGespeeldCorrect
1965.0,19,Club Brugge,1,AantalGespeeldCorrect
1965.0,19,Daring Club Brussel,1,AantalGespeeldCorrect
1965.0,19,KAA Gent,1,AantalGespeeldCorrect
1965.0,19,KV Mechelen,1,AantalGespeeldCorrect
1965.0,19,Lierse SK,1,AantalGespeeldCorrect
1965.0,19,RFC Luik,1,AantalGespeeldCorrect
1965.0,19,RFC Tilleur,1,AantalGespeeldCorrect
1965.0,19,RSC Anderlecht,1,AantalGespeeldCorrect
1965.0,19,RWD Molenbeek,1,AantalGespeeldCorrect
1965.0,19,Royal Antwerp FC,1,AantalGespeeldCorrect
1965.0,19,Sint-Truidense VV,1,AantalGespeeldCorrect
1965.0,19,Standard Luik,1,AantalGespeeldCorrect
1965.0,2,Beerschot,1,AantalGespeeldCorrect
1965.0,2,Berchem Sport,1,AantalGespeeldCorrect
1965.0,2,Beringen FC,1,AantalGespeeldCorrect
1965.0,2,Cercle Brugge,1,AantalGespeeldCorrect
1965.0,2,Club Brugge,1,AantalGespeeldCorrect
1965.0,2,Daring Club Brussel,1,AantalGespeeldCorrect
1965.0,2,KAA Gent,1,AantalGespeeldCorrect
1965.0,2,KV Mechelen,1,AantalGespeeldCorrect
1965.0,2,Lierse SK,1,AantalGespeeldCorrect
1965.0,2,RFC Luik,1,AantalGespeeldCorrect
1965.0,2,RFC Tilleur,1,AantalGespeeldCorrect
1965.0,2,RSC Anderlecht,1,AantalGespeeldCorrect
1965.0,2,RWD Molenbeek,1,AantalGespeeldCorrect
1965.0,2,Royal Antwerp FC,1,AantalGespeeldCorrect
1965.0,2,Sint-Truidense VV,1,AantalGespeeldCorrect
1965.0,2,Standard Luik,1,AantalGespeeldCorrect
1965.0,20,Beerschot,1,AantalGespeeldCorrect
1965.0,20,Berchem Sport,1,AantalGespeeldCorrect
1965.0,20,Beringen FC,1,AantalGespeeldCorrect
1965.0,20,Cercle Brugge,1,AantalGespeeldCorrect
1965.0,20,Club Brugge,1,AantalGespeeldCorrect
1965.0,20,Daring Club Brussel,1,AantalGespeeldCorrect
1965.0,20,KAA Gent,1,AantalGespeeldCorrect
1965.0,20,KV Mechelen,1,AantalGespeeldCorrect
1965.0,20,Lierse SK,1,AantalGespeeldCorrect
1965.0,20,RFC Luik,1,AantalGespeeldCorrect
1965.0,20,RFC Tilleur,1,AantalGespeeldCorrect
1965.0,20,RSC Anderlecht,1,AantalGespeeldCorrect
1965.0,20,RWD Molenbeek,1,AantalGespeeldCorrect
1965.0,20,Royal Antwerp FC,1,AantalGespeeldCorrect
1965.0,20,Sint-Truidense VV,1,AantalGespeeldCorrect
1965.0,20,Standard Luik,1,AantalGespeeldCorrect
1965.0,21,Beerschot,1,AantalGespeeldCorrect
1965.0,21,Berchem Sport,1,AantalGespeeldCorrect
1965.0,21,Beringen FC,1,AantalGespeeldCorrect
1965.0,21,Cercle Brugge,1,AantalGespeeldCorrect
1965.0,21,Club Brugge,1,AantalGespeeldCorrect
1965.0,21,Daring Club Brussel,1,AantalGespeeldCorrect
1965.0,21,KAA Gent,1,AantalGespeeldCorrect
1965.0,21,KV Mechelen,1,AantalGespeeldCorrect
1965.0,21,Lierse SK,1,AantalGespeeldCorrect
1965.0,21,RFC Luik,1,AantalGespeeldCorrect
1965.0,21,RFC Tilleur,1,AantalGespeeldCorrect
1965.0,21,RSC Anderlecht,1,AantalGespeeldCorrect
1965.0,21,RWD Molenbeek,1,AantalGespeeldCorrect
1965.0,21,Royal Antwerp FC,1,AantalGespeeldCorrect
1965.0,21,Sint-Truidense VV,1,AantalGespeeldCorrect
1965.0,21,Standard Luik,1,AantalGespeeldCorrect
1965.0,22,Beerschot,1,AantalGespeeldCorrect
1965.0,22,Berchem Sport,1,AantalGespeeldCorrect
1965.0,22,Beringen FC,1,AantalGespeeldCorrect
1965.0,22,Cercle Brugge,1,AantalGespeeldCorrect
1965.0,22,Club Brugge,1,AantalGespeeldCorrect
1965.0,22,Daring Club Brussel,1,AantalGespeeldCorrect
1965.0,22,KAA Gent,1,AantalGespeeldCorrect
1965.0,22,KV Mechelen,1,AantalGespeeldCorrect
1965.0,22,Lierse SK,1,AantalGespeeldCorrect
1965.0,22,RFC Luik,1,AantalGespeeldCorrect
1965.0,22,RFC Tilleur,1,AantalGespeeldCorrect
1965.0,22,RSC Anderlecht,1,AantalGespeeldCorrect
1965.0,22,RWD Molenbeek,1,AantalGespeeldCorrect
1965.0,22,Royal Antwerp FC,1,AantalGespeeldCorrect
1965.0,22,Sint-Truidense VV,1,AantalGespeeldCorrect
1965.0,22,Standard Luik,1,AantalGespeeldCorrect
1965.0,23,Beerschot,1,AantalGespeeldCorrect
1965.0,23,Berchem Sport,1,AantalGespeeldCorrect
1965.0,23,Beringen FC,1,AantalGespeeldCorrect
1965.0,23,Cercle Brugge,1,AantalGespeeldCorrect
1965.0,23,Club Brugge,1,AantalGespeeldCorrect
1965.0,23,Daring Club Brussel,1,AantalGespeeldCorrect
1965.0,23,KAA Gent,1,AantalGespeeldCorrect
1965.0,23,KV Mechelen,1,AantalGespeeldCorrect
1965.0,23,Lierse SK,1,AantalGespeeldCorrect
1965.0,23,RFC Luik,1,AantalGespeeldCorrect
1965.0,23,RFC Tilleur,1,AantalGespeeldCorrect
1965.0,23,RSC Anderlecht,1,AantalGespeeldCorrect
1965.0,23,RWD Molenbeek,1,AantalGespeeldCorrect
1965.0,23,Royal Antwerp FC,1,AantalGespeeldCorrect
1965.0,23,Sint-Truidense VV,1,AantalGespeeldCorrect
1965.0,23,Standard Luik,1,AantalGespeeldCorrect
1965.0,24,Beerschot,1,AantalGespeeldCorrect
1965.0,24,Berchem Sport,1,AantalGespeeldCorrect
1965.0,24,Beringen FC,1,AantalGespeeldCorrect
1965.0,24,Cercle Brugge,1,AantalGespeeldCorrect
1965.0,24,Club Brugge,1,AantalGespeeldCorrect
1965.0,24,Daring Club Brussel,1,AantalGespeeldCorrect
1965.0,24,KAA Gent,1,AantalGespeeldCorrect
1965.0,24,KV Mechelen,1,AantalGespeeldCorrect
1965.0,24,Lierse SK,1,AantalGespeeldCorrect
1965.0,24,RFC Luik,1,AantalGespeeldCorrect
1965.0,24,RFC Tilleur,1,AantalGespeeldCorrect
1965.0,24,RSC Anderlecht,1,AantalGespeeldCorrect
1965.0,24,RWD Molenbeek,1,AantalGespeeldCorrect
1965.0,24,Royal Antwerp FC,1,AantalGespeeldCorrect
1965.0,24,Sint-Truidense VV,1,AantalGespeeldCorrect
1965.0,24,Standard Luik,1,AantalGespeeldCorrect
1965.0,25,Beerschot,1,AantalGespeeldCorrect
1965.0,25,Berchem Sport,1,AantalGespeeldCorrect
1965.0,25,Beringen FC,1,AantalGespeeldCorrect
1965.0,25,Cercle Brugge,1,AantalGespeeldCorrect
1965.0,25,Club Brugge,1,AantalGespeeldCorrect
1965.0,25,Daring Club Brussel,1,AantalGespeeldCorrect
1965.0,25,KAA Gent,1,AantalGespeeldCorrect
1965.0,25,KV Mechelen,1,AantalGespeeldCorrect
1965.0,25,Lierse SK,1,AantalGespeeldCorrect
1965.0,25,RFC Luik,1,AantalGespeeldCorrect
1965.0,25,RFC Tilleur,1,AantalGespeeldCorrect
1965.0,25,RSC Anderlecht,1,AantalGespeeldCorrect
1965.0,25,RWD Molenbeek,1,AantalGespeeldCorrect
1965.0,25,Royal Antwerp FC,1,AantalGespeeldCorrect
1965.0,25,Sint-Truidense VV,1,AantalGespeeldCorrect
1965.0,25,Standard Luik,1,AantalGespeeldCorrect
1965.0,26,Beerschot,1,AantalGespeeldCorrect
1965.0,26,Berchem Sport,1,AantalGespeeldCorrect
1965.0,26,Beringen FC,1,AantalGespeeldCorrect
1965.0,26,Cercle Brugge,1,AantalGespeeldCorrect
1965.0,26,Club Brugge,1,AantalGespeeldCorrect
1965.0,26,Daring Club Brussel,1,AantalGespeeldCorrect
1965.0,26,KAA Gent,1,AantalGespeeldCorrect
1965.0,26,KV Mechelen,1,AantalGespeeldCorrect
1965.0,26,Lierse SK,1,AantalGespeeldCorrect
1965.0,26,RFC Luik,1,AantalGespeeldCorrect
1965.0,26,RFC Tilleur,1,AantalGespeeldCorrect
1965.0,26,RSC Anderlecht,1,AantalGespeeldCorrect
1965.0,26,RWD Molenbeek,1,AantalGespeeldCorrect
1965.0,26,Royal Antwerp FC,1,AantalGespeeldCorrect
1965.0,26,Sint-Truidense VV,1,AantalGespeeldCorrect
1965.0,26,Standard Luik,1,AantalGespeeldCorrect
1965.0,27,Beerschot,1,AantalGespeeldCorrect
1965.0,27,Berchem Sport,1,AantalGespeeldCorrect
1965.0,27,Beringen FC,1,AantalGespeeldCorrect
1965.0,27,Cercle Brugge,1,AantalGespeeldCorrect
1965.0,27,Club Brugge,1,AantalGespeeldCorrect
1965.0,27,Daring Club Brussel,1,AantalGespeeldCorrect
1965.0,27,KAA Gent,1,AantalGespeeldCorrect
1965.0,27,KV Mechelen,1,AantalGespeeldCorrect
1965.0,27,Lierse SK,1,AantalGespeeldCorrect
1965.0,27,RFC Luik,1,AantalGespeeldCorrect
1965.0,27,RFC Tilleur,1,AantalGespeeldCorrect
1965.0,27,RSC Anderlecht,1,AantalGespeeldCorrect
1965.0,27,RWD Molenbeek,1,AantalGespeeldCorrect
1965.0,27,Royal Antwerp FC,1,AantalGespeeldCorrect
1965.0,27,Sint-Truidense VV,1,AantalGespeeldCorrect
1965.0,27,Standard Luik,1,AantalGespeeldCorrect
1965.0,28,Beerschot,1,AantalGespeeldCorrect
1965.0,28,Berchem Sport,1,AantalGespeeldCorrect
1965.0,28,Beringen FC,1,AantalGespeeldCorrect
1965.0,28,Cercle Brugge,1,AantalGespeeldCorrect
1965.0,28,Club Brugge,1,AantalGespeeldCorrect
1965.0,28,Daring Club Brussel,1,AantalGespeeldCorrect
1965.0,28,KAA Gent,1,AantalGespeeldCorrect
1965.0,28,KV Mechelen,1,AantalGespeeldCorrect
1965.0,28,Lierse SK,1,AantalGespeeldCorrect
1965.0,28,RFC Luik,1,AantalGespeeldCorrect
1965.0,28,RFC Tilleur,1,AantalGespeeldCorrect
1965.0,28,RSC Anderlecht,1,AantalGespeeldCorrect
1965.0,28,RWD Molenbeek,1,AantalGespeeldCorrect
1965.0,28,Royal Antwerp FC,1,AantalGespeeldCorrect
1965.0,28,Sint-Truidense VV,1,AantalGespeeldCorrect
1965.0,28,Standard Luik,1,AantalGespeeldCorrect
1965.0,29,Beerschot,1,AantalGespeeldCorrect
1965.0,29,Berchem Sport,1,AantalGespeeldCorrect
1965.0,29,Beringen FC,1,AantalGespeeldCorrect
1965.0,29,Cercle Brugge,1,AantalGespeeldCorrect
1965.0,29,Club Brugge,1,AantalGespeeldCorrect
1965.0,29,Daring Club Brussel,1,AantalGespeeldCorrect
1965.0,29,KAA Gent,1,AantalGespeeldCorrect
1965.0,29,KV Mechelen,1,AantalGespeeldCorrect
1965.0,29,Lierse SK,1,AantalGespeeldCorrect
1965.0,29,RFC Luik,1,AantalGespeeldCorrect
1965.0,29,RFC Tilleur,1,AantalGespeeldCorrect
1965.0,29,RSC Anderlecht,1,AantalGespeeldCorrect
1965.0,29,RWD Molenbeek,1,AantalGespeeldCorrect
1965.0,29,Royal Antwerp FC,1,AantalGespeeldCorrect
1965.0,29,Sint-Truidense VV,1,AantalGespeeldCorrect
1965.0,29,Standard Luik,1,AantalGespeeldCorrect
1965.0,3,Beerschot,1,AantalGespeeldCorrect
1965.0,3,Berchem Sport,1,AantalGespeeldCorrect
1965.0,3,Beringen FC,1,AantalGespeeldCorrect
